49435943	51201064	50347586	51520199	48769604	49659194	46308316	46659059	51817705	48187919	47846523	48589726	46356853	49480465	50901007	48954512	48656602	50019792	48657749	50737048	53051318	50832855	49980453	48709350	47057086	47340582	50305242	45805916	46314168	48642050	49381947	49318889	48706970	54799371	49208090	47534917	47670180	49464710	48278980	48382283	50259931	49624261	50254493	51823306	43228673	49505990	45887289	46478824	52094691	45440725	48480146	51179542	49304346	53282484	45803344	51512373	45555690	50888145	49479500	49564499	49015128	51306241	47397381	47317234	48236428	49193688	49421993	49310863	47540855	42776978	46878577	51494074	47004838	52439778	50122688	46840502	50399754	43404068	49690311	50244016	52808537	46855718	47026516	51060193	48690118	51896194	48883487	49301595	45400454	47375593	47434560	46803195	49153765	49608398	49388426	47514510	48133817	48927082	48552013	46244411	50000980	48687820	48747566	48281423	48194391	48926097	51990733	47130618	47742956	48650170	45676796	49706568	52350573	48575850	52763099	51125297	49786166	45779118	47324782	48036956	45843970	48007817	48749732	46893972	49296469	47285382	48076882	44041863	49235679	45884648	49680202	54274968	47752633	48661532	51499531	50674675	49503960	54327936	51654737	46558603	48241345	47266519	53180623	48123295	51548616	49605116	45061653	47431893	49687875	46737417	49398583	50033889	49609766	49357751	51002773	45360073	47707811	52638051	46186034	46871626	45680130	49250540	47616205	49525295	46999695	49150843	48602595	47385604	48354443	53184641	49429063	52075556	46177950	48010988	47453519	42702042	51326960	47414920	48730783	49467976	44797738	48453487	51441556	47704480	46415995	46956700	48835223	48913486	48448798	46632396	49674769	45388776	46576083	49519259	47871595	48809202	46385797	51950312	50223703	48666125
54440123	55486163	54647812	58203718	55244079	56337220	53608251	52835427	56981874	54294574	54487984	53327953	53961807	54248241	56482420	53566676	56068045	52553036	53886694	57992695	59641729	56191905	55109560	52844323	47076147	52103805	54854443	51372593	52537383	55803851	53870847	56312582	56536833	59356364	55530019	51371436	52889003	53793838	51478660	53398185	55389155	52259873	53722968	57946819	49063337	58062190	54308877	52933116	56996647	51755386	51411799	58670724	53706892	57000274	48058023	54703527	49977161	56507696	54655302	57066832	53866240	57256909	54106062	54145489	52181985	54919774	54957181	51370829	51680564	48000052	54572535	55555167	51780917	57830235	54763036	52770880	56652525	51657748	53295901	54962995	55562731	54407125	52283458	58542909	55420423	58297899	55023726	53030965	49524631	55019611	53028670	52112262	59113177	51146317	55751465	51150202	53295869	55972878	52872560	53243356	53304164	52547932	51593943	54402526	53760369	49846367	55091566	51929845	54677079	55103072	53936207	55389670	57868419	54147798	58311130	54324246	55477394	48137446	53162664	51918021	48572537	51719952	54858973	51988889	50824732	53336849	52172454	49044635	55682863	51301084	51926417	59164669	54671207	54504939	56759317	57332688	55609356	57946395	56040603	54996840	52510147	52416856	61746758	50864514	58282855	52300807	51503913	51018028	55858515	54216796	58256066	57780740	55241741	53812912	56587308	47925200	55417958	56933207	50606134	53393010	51579596	54363297	52399793	54588944	51024367	55552391	51837160	52483558	52524957	59983274	54419250	58660019	51404244	54892619	56095336	46743819	58191701	52527810	54748718	54334727	52938421	53186810	57033055	53430930	53707355	53563944	54578203	52061067	55536050	53053068	52920420	51468818	53436677	56992952	54858660	55159175	51020958	56679718	55983610	55168224
53980406	51003420	51377498	54932693	51942690	53884367	52967077	49637041	54952291	50046255	50934560	52777860	49722514	53672589	56023714	52447216	53980492	50214744	51770577	55231410	58313571	53768866	54391252	52070656	47319867	54250261	52548952	50927431	50957447	52889203	50284118	53377102	55276593	57647034	53076940	51595946	51555728	53907677	52281777	53688288	54380480	50248021	50650395	55283288	49086970	51656081	50695438	49046025	53470427	48983471	49970391	54073040	51697667	54937242	46367618	53252113	50990044	53205829	54516804	54960191	55650518	58019727	51998795	53831188	50933529	51367597	54759427	50564266	52202892	44646203	53580514	56248581	50178396	55541664	53214202	48923031	54940870	46146909	52335108	53034374	55638162	53004406	49547267	52606344	54621223	52829980	52400405	54193764	50697903	53211716	54811431	52906292	53938285	49705356	53030586	48152242	52434293	53010346	52082271	52636129	51906350	50252070	52339462	52830327	55193134	50647854	52016071	49910040	53305292	53408386	52103330	55088231	56816177	52146874	57348967	51129559	54030764	49481088	52091122	52077387	50956478	49041018	52180105	50056326	49299786	50791511	51974886	48606304	52412263	50769695	49665516	56107077	53493188	52975135	56016918	55867661	53941829	56954583	52614610	51435658	48142711	54081315	58655228	51086279	55664759	49339887	50284700	49806940	50956036	52631913	53363925	52376567	55091002	52912196	53021680	48345872	50730656	55974472	51217909	49637277	48205384	52424530	51708377	55803956	52376180	55449899	48587445	51785683	51552524	56862831	52341815	57756514	49656860	52038710	51165554	45090274	55767729	50789364	52661110	51684382	51709752	50497188	52516913	49354804	50439783	49755702	52255329	51837418	51613128	51123089	52328303	48356619	51642377	52471729	50547298	52494430	50427621	52903375	52586486	52511050
49502807	48631404	48970491	52263646	51143673	52056845	51455158	47127731	51060001	49373712	50618105	50445077	49236929	49971901	51341971	48363079	50216267	48830704	50812648	54409828	53706780	50802094	50461652	50688543	46448881	48984933	50688649	48811019	51424154	52090871	48123905	50919898	53013328	53638618	52957943	46890134	49852961	51873183	48291595	50698025	53224492	48710409	48994143	53068497	44739379	50282849	48135118	48706476	53833110	49587373	48918355	53334574	49474864	53142780	46626413	48443501	46636799	50916356	50772448	52039602	49893762	51657798	48838301	50423480	50049248	50519857	48846526	47023502	48578825	43678948	52646770	52636278	49219578	53112904	51802803	48358417	54242081	45420477	50002427	50008428	50257128	49105757	47327900	48393697	50156242	52227449	50226541	51051826	47245192	51782324	51932754	49273245	52280030	49195446	50865264	47569202	47578050	49141006	50301620	46878949	50312692	48259920	46270808	48456841	48785104	47184811	51569803	48359400	52554604	50179967	50467699	52381234	52073664	47812775	53727624	49944499	52618733	47645025	48914379	50383742	46531338	51171812	51053092	48833880	50566064	48703041	48146551	46739625	50846232	46469732	48061489	56248772	51170207	50866912	54114576	52588020	50821879	53822744	50627223	49163920	49497835	47335125	54217622	48194618	52170816	47477154	44290558	47871661	49878968	46633378	52895773	51518839	51517795	49729242	51792387	44969376	47845736	52342168	46983915	50126129	48241639	52219128	50988894	50780101	48672826	53803808	47485461	49084095	49449629	52973333	50077514	52649995	45231314	49164645	51367238	42559031	53564525	49363214	50249081	50586617	49138495	48106267	51819172	48892022	49111717	48656378	47283547	46730907	48600202	49225333	51291040	46913817	47611544	50558802	49713460	52861097	46796268	53439348	49964096	49482288
51595597	51762074	54167682	54343634	51679672	54770291	52888265	51016797	53744241	49838372	52024023	51529716	52644253	51355228	53717277	47559772	52986810	50986367	53541178	54516780	57343505	51578788	55702252	49305849	47479844	52424442	52047344	52447582	50876048	49971635	52314415	53759800	52031808	54965490	55077941	50480399	49057876	53325967	49847153	53485803	52811550	48715573	49382309	55526838	47627622	51346884	52692350	49338998	53990061	50874934	51218205	54674129	49833932	54213542	48997699	51633578	49027713	52659851	51610915	52542501	51052699	50016581	51672678	51865287	51031884	52141213	52429476	50055260	51831559	45143359	52633569	55701084	50159194	56346084	52875758	50034795	52897319	48524598	51654786	51675135	52780048	49286197	48579613	51626514	52154984	56177713	50915335	51310818	50376826	52973688	51828962	49394989	53934655	50625652	51547351	48932211	49328821	52724373	52289431	50649515	53047714	48247674	51616226	50520797	48806951	48957750	54902420	50252382	53413547	51430695	53651796	54702695	54133307	50638398	56753982	52984917	53270068	51506539	51941810	51156097	46392199	52513781	52100783	48688326	51364995	47579093	49881602	46990756	54091892	46534832	49869483	54379544	51939556	51487698	53837147	53654505	51548487	54253551	51435857	51706921	49756109	49114784	55459880	47647532	53551002	47287407	46782505	49762612	51411144	50906457	56014717	53127599	51731937	51912424	52043757	47535748	49945208	53272830	48864484	48728505	48739638	51633265	53469998	54958917	49343606	54110580	49495209	50248443	50980851	55277191	53389325	53875030	47112999	53173124	52516698	46114101	53833946	49477418	50652220	53119843	50447343	48359477	55009615	50583640	50897400	50261334	53416236	48952485	53532434	50019368	51267440	48214608	46875436	53474346	50367581	50929434	51429714	51011396	52352741	50581204
48576143	50402519	52198147	51306472	51568718	51966727	50034228	47693956	52536938	50242976	49158270	50446701	50255042	50151375	51551977	51549539	51287028	49039952	50239731	54048767	54351836	53895879	53743908	48689894	46941786	51577709	51745166	48591256	48869640	49109250	48583319	51822804	51495535	51821933	50625152	46554990	47821282	52905161	48960887	51109894	51973743	51598639	48758117	52532644	46150871	52102047	49892899	47172594	52192124	49236465	47664030	51550644	48102894	55965973	47330475	49819795	46408885	51187525	49860995	51268776	48323173	51261777	49314653	47528660	47834120	48111545	50132212	47310206	49909104	45070186	48599756	53699761	47361496	54626879	51104318	49746539	52168905	45928167	52598672	50453796	50770458	48371572	48471569	53330062	52718726	52381601	50407391	49722960	47255351	50519299	52110407	50180068	52049164	47990313	50002235	47363503	48818403	52850314	50098188	50684886	49802117	48906088	49570169	51122723	48050087	47032792	52129859	49116361	51203061	51634916	49621507	52704222	52276655	49201653	53890425	50105633	51709253	46266230	51259104	50106900	46077707	48454034	50028031	48573997	49775307	48144545	49593581	46033937	51061447	46241689	49005644	55077148	51521899	50187449	52228301	53564521	49199003	53274654	49762944	47388680	49228598	50804117	54937622	48404864	55309843	47224774	46023118	45854824	50331217	47867902	53003875	52023991	51401283	50907214	48981488	47102895	50903862	53918238	47789535	46466883	46985123	49941625	51075604	52110776	49342957	52035484	46695468	48053674	49306193	55221254	47755476	54811117	46012967	50265171	49428453	44930184	53325722	50635004	50285013	49269549	48892576	50777315	53424516	47721111	49883604	49454643	51557856	48107204	50033892	48661543	49270433	48001431	50908730	52665240	50632120	49936850	48693325	52052666	51193851	50201528
51643792	50243765	49283792	50077581	48944857	50395487	52012009	47270441	50286106	48344585	49598892	50031530	47725639	50932541	50165015	48709698	50707897	46287435	48784637	51237571	52973707	51493276	51687583	47910749	46898983	50251364	50226835	47212360	48258998	50182099	49278529	50464395	49323937	55015013	49671707	47141932	47861148	49380016	48445377	51014406	54850560	49373792	46982712	50012803	46583440	48856777	49560232	47684593	51174552	49259281	48571708	50367552	48634955	53666675	46443227	51770847	47606472	50402793	51393242	50851305	51557781	53972525	48464995	51759349	47713355	49099831	51997244	48520497	48302743	43762101	50631347	50417489	47294245	52072292	49125886	47056350	51090850	47440189	51256116	51346843	51561709	47596410	48605173	50463375	50105891	49493576	49060775	49793401	47072435	47630087	52346867	49937570	49817507	47891551	49027191	45645802	47083241	50302201	48224697	49476900	49270963	48036233	49420546	49942156	47143990	47019581	53439079	48987229	51117960	49819191	50451890	51272307	53690571	47480102	54383868	48752095	50702746	45370324	48328294	49462852	46453593	47742256	49858992	46032846	50249586	47982480	52670381	46100444	50258493	46588224	48969275	52531364	50973725	49421704	53582170	51603979	48455869	54174041	51440121	48140623	46893285	49558991	54523376	46461520	54832937	49516713	46171953	46607787	48072476	51087248	52633578	49929216	51213956	50868969	49367366	45170653	48396401	51806728	48003013	47627829	46418292	48479485	49326241	50236464	48863348	53615570	46752384	46727442	49983412	55315670	49307984	52936028	44853467	48440452	50955037	43383633	51873226	46964269	48384071	48615330	48891675	48449807	50830636	47827036	49606250	48210703	50276447	46039063	47893327	47006041	49150477	47544583	49837445	49377112	48368539	49337989	46484649	50183643	52499882	50603387
51594149	49977577	53550648	49490873	52065183	54837916	51414501	50108544	51865293	48778436	49985507	50227420	48709959	50731211	50080423	49984340	49343896	48516603	49074195	51283806	54842170	51325773	51987426	49652361	44377438	51714715	50235082	47421798	51657585	49743760	48633261	52410817	50751400	54274921	48706482	46644112	50306863	50236714	49957758	52397066	53587501	47717756	49373796	51957796	44772898	50111018	47647908	49757302	51711122	49208765	49482178	51267783	52448421	55354136	48671686	50042354	49829985	49693978	49913263	53262710	49675523	50931059	49971991	49092031	49063232	50591309	51246245	46792431	47881384	44881289	48857550	52849275	48733047	55629366	49824672	50383844	52664041	45946333	50204855	49340617	49449278	50007860	47592640	50993942	51623224	53917931	48866931	50457361	47615499	51475382	50943952	49742211	50899649	48495313	50660477	49250797	49048082	50530524	51063073	48711378	50800929	46022409	50105691	49920547	49616415	46806579	53411535	50774223	53310097	48938589	51626102	51454671	53140412	48065505	53145273	50448358	51279965	45792785	49221514	50221624	46980406	48884110	50186566	48922756	46997840	48664001	49237061	44198663	51393863	44902434	49280418	57351582	50886572	51906000	54032144	50990459	52219463	55030613	51833187	47465672	47733721	49362456	53183408	48669013	56232195	47212505	45263643	48492309	49132220	50299879	55036141	53413637	49304031	51407732	48921656	47355942	49659380	52039149	48250062	47857991	49413234	49397584	50556029	51611940	49798515	51453627	47663893	47283270	48126563	53526017	48875861	51604273	46157308	50759986	52048053	44982593	53754905	48459018	49766812	49793005	46796909	49883982	50411358	47695581	49722575	47586444	50581308	48070502	50844992	48989805	49755619	47576089	47009235	51734865	50906181	51352466	46838364	50695955	51184103	51691415
53641755	51916312	54129613	55803401	52259951	56950480	54705614	52376853	58160480	52139498	54373397	53008080	49314169	52610952	53863903	51103969	53829184	52104581	51122149	55371825	57805580	52139589	53552054	50970872	49241079	53681878	55748999	52993138	53014778	54601584	53591224	56778101	53861630	59550960	54065210	51137558	49388560	54741590	49778712	57774503	57369133	52091136	50677732	55620300	48367150	51286683	52296677	50832517	56236049	50539980	51439646	54436512	52425216	55759463	50837958	53225303	51492461	52381411	53405978	56920726	53620695	53457899	51448088	53668086	53219174	53394483	53440811	52398585	54452829	46753177	53879418	58572943	52004083	58554912	55008148	50947060	54393094	50990947	53197562	50504224	52411893	51110331	51598377	55847935	55558306	56051524	52124138	54517233	53879867	52202268	54218745	53529623	53038822	51123586	52225009	50048208	51807611	51501510	54129960	52147625	52549976	50461108	52813618	50842200	50821540	48392647	54929080	52648703	54398127	53063059	53069083	56654425	55592909	53486975	57871201	53605233	55356126	48122313	52332240	53018207	50384488	52978273	52202133	50628164	51024337	50086002	52409325	48971321	53231192	49909607	50664148	57757966	53841990	56413977	55601141	56599779	53869972	56241554	52671543	50999216	48239408	51917423	55736733	49901082	57467278	51312115	49710354	49972286	53713071	54160479	54336379	53672356	53651354	53977222	54936691	46530897	52035716	55340233	51779039	50614738	49712717	52644381	52035313	54434763	53755704	53809129	51031526	51901377	53146996	56055892	51460040	55480001	50977672	50583482	52493704	45841091	56746192	49872721	52744251	55024640	51901362	49707041	57326129	50686412	52921984	52046695	53831633	49710899	56353368	53991253	52053402	48945194	50812807	54735445	53502646	51426293	51342731	52245399	52628654	52357591
54626450	52632771	56161900	53583838	55224058	55428149	52702610	53401194	55330101	54186702	52936284	52913504	51337912	54047772	53185043	54921515	54472319	53255128	52952125	57013022	58080107	55204959	56579264	53454861	47544159	54673394	53425858	52004357	53332421	54409770	53409838	53599162	53725798	57807684	56902053	48787271	52115197	54168215	51431116	52415605	55460639	51310596	52083580	55817701	45969891	55369879	54660735	52657464	54365304	50054847	50896717	56668499	52817550	56874256	50942338	53759597	49243217	54562619	53947133	54746689	52605641	55224902	52450711	50958349	52996512	53396245	51921171	51911250	51352335	46688712	54112939	54520552	50645184	57530240	55273806	53462612	54128246	49478551	53842254	52357907	52890952	51550738	50158294	53698974	53868627	54819819	53603956	50189292	49934284	53769000	53182399	51747571	57620380	54372179	53824281	49668903	51318292	54340766	52809956	53286935	53637002	53829462	50870313	54281588	52932800	49059922	55016736	52545133	53183926	53774731	52503151	58192969	56019577	51469071	55871817	51814841	55537684	51511439	53799182	52099503	49354662	51543920	52810820	49815852	49614079	50449211	53796997	49007622	54585083	49735445	53991462	58889848	54183435	53147391	57234853	56413387	53530127	56192139	52115149	52865777	50473731	51741202	58909792	51881928	58438291	50516732	48603938	50536404	55981047	52325693	57021649	54172302	55383693	53815285	54439665	47547689	52367531	53294152	51670360	49942533	50631223	52420607	52957988	53779785	50134655	53344870	51274345	51271352	53156122	57691237	54023155	56967052	50737787	53407244	52527673	45037819	55337995	51658370	53375861	54207020	51242754	51117744	54299570	50477363	52090119	51241519	52297915	51631290	52474198	50848393	54534170	49718110	51993364	53823686	52073217	54745696	49632175	55236756	54682691	53137776
