24180120	23885633	23073709	21797730	23200988	23191899	25490861	23187209	24038955	22917928	23337145	23237404	21489951	22039522	19963435	24790327	23884495	22674793	22986292	23479616	23606649	22455188	23188486	20641067	20526943	22726863	23062199	21998374	23035446	20024100	24561937	23565059	22310168	24791265	23735400	23294924	22555611	24836765	22278554	21491271	23644265	22546822	20650570	25908722	24696163	24349277	21705044	20777090	21119754	23415071	24066088	20160854	23437156	23753066	23810044	22417469	20776817	24917129	22926688	22292073	21701784	24527566	22054631	23996927	21907179	23086380	24372701	23200580	24040109	22279281	20848670	21220160	20457570	21485003	24449376	20070495	21055454	25023600	25374989	23423211	24283000	24633840	19662104	23168559	22572147	23427995	20706043	23143549	21291526	21533775	22245518	21157075	22712886	27109568	23542416	22374883	20815032	23078832	22461498	21951185
25622750	24788073	25324653	23449791	26380459	25488314	28509664	25507498	29697403	26744588	25348341	25389538	24262430	25715508	22768610	26132319	25168441	26001180	27475390	24246899	26354059	25916753	24791321	24298639	23700019	24289941	26121986	26180438	28320425	21582671	25807103	27276133	24994215	26735292	27951876	25660706	27772242	27420097	26526981	25275858	25630376	24044074	22574730	27682423	27267191	26027636	24439185	23314380	25907858	25228197	24825711	23233152	26517657	25672681	27136756	25281163	24354583	25419833	24159894	24093817	23701444	27190112	25578894	26504093	27387561	27153046	25324044	24964549	29158522	25673349	24871667	24335895	23199590	27202637	25935590	23950880	23865050	26978196	27360733	28249456	26150673	27863799	21709323	27716924	26832105	25467644	24127376	26526641	25563428	24629329	27205319	25565493	26232104	28436394	27085864	24451251	23746970	25714714	25123598	25787089
26862368	24845798	26982774	24135447	26786443	24876084	29574208	27135580	28085373	26151437	26741800	26815115	24574764	23729297	23429022	27386842	26111104	26649924	25868558	24837086	28100945	24883835	24175920	23795284	23962761	25013017	26378613	25131434	28673311	24240741	26597809	28021646	25485609	26679464	28071752	27868564	27674141	28735066	25266065	26338060	27722125	26110552	24501766	29259489	27055428	25631248	26091752	23913635	25291601	26224645	25948500	23923521	26065405	27307081	26814961	25973570	25042626	25723724	25602602	25303000	24637738	29114611	25817652	26461012	27842181	27685649	26218976	25837817	26892666	25664638	25065580	25698262	23989105	25289176	26583368	24129584	24241870	28979124	27575426	25820873	28304127	28313181	23793802	28460436	27547203	25867644	24393248	26209559	25214280	25535377	26813637	24407399	26367948	29752621	27877782	25545152	22367393	28196930	25070162	24470490
29895903	26698176	27918650	25772117	29915199	29109154	30533930	27929313	30020151	28511867	26259532	26722814	26440217	26697201	24434689	28562146	26988646	27915131	29952504	27098927	29574415	27977109	26719306	25868010	25121681	27778629	27050030	27141276	29426779	25535218	30033230	30037555	26144998	28866114	29032631	28351905	27950100	31363673	28915518	26006271	29122338	26048031	24186944	31259612	29096984	26821921	27445045	25654575	27437662	28338204	28109998	23981408	27833359	28604922	30028510	27433492	25206220	28065515	27430051	24877236	25535960	28185765	27283476	29213204	28138780	28509011	28049212	27539155	29814587	28065332	26998437	27022198	25378535	28163411	29971611	24633069	25866330	28858975	29624495	29184620	29277057	29814044	24006753	27497975	28691418	27507931	25069646	28506629	26234468	28318445	27427419	26118163	26634934	30897576	27736351	27312487	24946616	27632386	26371828	28219198
25660086	25877882	26334319	24274941	27956517	27225363	30143224	26329636	28769033	27183250	27259129	25738790	24926282	24998922	23660796	26036607	27599168	26809020	26140594	26806605	26035203	25954902	25305912	24496658	22995915	25359587	26119840	24903533	28467723	24173483	26074190	27316560	24950562	26250971	28573500	27799305	27095676	28302210	26546311	26572875	25762660	24315563	22768195	29372411	29427751	25986422	26659970	24751089	26403671	25582577	24948743	24060498	26273309	28530893	27214582	25642725	25307927	27700189	25403845	24426608	24523388	28225711	24345885	27613896	28803022	26895890	26881671	27498864	29259701	26541191	26750460	25870544	23834812	27347558	26981000	23957354	25155665	27242956	28517859	27862957	27210047	27983690	22225160	27397703	26840467	25057639	24433259	26482117	24925927	26136642	26735092	24413271	25828684	28669930	26294561	25626663	23608649	27042985	26109841	25463360
26020908	23366923	23644454	23010601	26714386	25706623	28651206	24026835	28706060	25263375	27511371	27934607	25123697	25705380	23542156	25432410	27413908	26456878	30137468	22022941	26097688	24793053	25445379	22984542	23171777	24609887	25962125	24953317	28999875	23406105	27258285	28043932	24851920	28182921	28645871	26883864	26767070	29668858	26827388	25551970	27902896	24144624	23714697	28724277	29333310	25480780	25417347	24575388	24600942	26582514	28337126	23299195	26251606	28320909	26361738	25425422	22256699	26533899	25454375	23381495	23280121	27298926	25595970	27827282	27169805	25399449	24594408	26043191	27051457	24625821	26545630	24526140	24405617	26276450	25512418	24835245	23454925	27358286	27623041	27876185	27838549	27348137	22734749	24685184	27468858	25690031	23273012	26083462	25049338	24809642	25977029	23286621	26807525	29337738	26585937	25476472	23544512	25884787	26225605	24425153
23448919	24699736	25043373	23638957	25633845	27473139	26509177	26345133	27957401	23998989	25398239	25014670	24144724	24085172	22545640	24216647	25247925	24139930	25018830	24543144	23334136	24809419	23505423	21987129	21061388	24669596	24300076	22939384	26429578	22346475	24884259	24092005	23551904	24678001	25966382	25214972	24762031	26187611	23455797	22562710	24100857	24387507	23217671	27408262	26520932	25190529	23936103	22539950	22998270	25989457	24761028	21606666	23698493	25652845	26002427	22766731	24496361	25451838	21882177	23763622	21786018	25366569	22578872	24232510	26043198	25336019	25608903	23807920	27005371	22813039	22591862	23163801	21352622	24886189	25955114	22170659	21281328	26186053	25794974	25555163	24917816	27348912	21057212	26114910	24863641	25318175	21515792	25048587	23471941	25454686	24893030	23586221	23656758	26689500	25202133	24198655	23535962	24484577	22305040	24587597
25800758	25109009	25261949	22370277	25894238	26567781	28208448	24995607	29837977	26084474	26842204	27761110	25159546	25564461	23477207	24925120	26567208	25143885	25765897	24983873	27258240	26563916	23855692	24108171	23479151	24254457	25709237	24542364	27764348	23078122	25236776	27146975	24186791	25498467	27581751	25872781	27369340	27460015	25819314	25039656	26575495	22719145	24381555	27155204	27123978	25657381	25411348	22919565	26073109	24948649	25907017	22440731	26188673	24851736	25656646	25398075	23665081	26918456	24911948	24619521	23433679	26221015	23834423	25824657	27435171	25974905	26167928	25362108	26986740	24988379	23807036	24364510	23548444	25606009	26019159	23500419	23695315	26586402	25989698	26424833	25763366	27138239	22364397	26155754	26363364	25621942	22985390	25794717	25449784	25605590	25522770	23465837	25271608	27292901	25300761	23094331	24012715	26045906	25200166	25360763
26317691	24731225	26112447	24877469	28648922	27389572	28597818	25982049	30120958	27001138	26501088	24518404	25032522	24837869	24969352	28156008	27157481	25535794	28007493	25415549	25668265	25574332	25989627	24398732	23725790	25348227	26435822	26590750	27949943	23689955	26800946	28437321	25255153	26963155	28707707	27155440	27477477	29804550	27235316	24388747	27281154	25386811	24735717	28467451	26993337	27233917	25967321	26065396	25412396	27934250	26733310	25483480	27406563	26996206	26980718	24007626	23820230	26719030	25109076	25134131	24439312	27648429	26056484	25536867	28714642	27388192	26254193	26799528	28918551	27167051	24017032	25926096	23595975	27390410	28077964	23041612	23752916	27269857	28228145	28468575	26993537	28552169	22602968	29375543	27996867	26195652	24208255	26875297	24082977	25694193	24641357	25495920	27048676	28429125	30036589	25078128	23540528	26958780	25149889	25442865
25451413	25898712	23109970	21610507	25707737	27362978	29962496	25307802	28207944	24629186	25639317	26107235	25031551	25800389	23627815	26405708	26457131	25118324	25420122	23502265	24709246	25530480	24703885	23705304	21956761	25304592	25639792	22963011	27595435	23276553	26021247	26756806	22810512	25260933	26717035	24803222	25481785	27085167	25270271	25022722	25878415	22598782	22507119	27351968	27371922	26969852	24509173	24681062	23204684	25826454	26720285	21893157	24186608	26505117	25156316	24929836	22601517	24952520	22924162	22682187	22405695	26276062	22698510	25036266	26608606	26078645	26573485	25102789	26491098	24859096	23629019	24441202	22414034	25303555	25944790	23356825	23701383	25675699	27900717	25698581	24205645	27027984	22269687	25835452	24518684	25123560	22324742	25692446	22946602	24720615	26665781	23836898	22299013	27126344	24830768	24724507	23387467	26358614	24253037	23995731
